Id;Model;Price;Mfg_Year;Sale_Year;Sale_Month;KM;Fuel_Type;HP;Met_Color;Color;Automatic;CC;Doors;Cylinders;Gears;Quarterly_Tax;Auto_Drive;Weight;Control_Conce;ABS;Airbag_1;Airbag_2;Automatic_airco;Boardcomputer;Seat_Heater;Sport_Model;Backseat_Divider;Leather Seats;Parking_Assistant
828;T-Delux 1.6 16v VVTi Terra Comfort 2/3-Doors;10356187;2018;2020;25;38932;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1040;1;1;1;0;0;0;0;0;0;0;0
829;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;8575780;2018;2020;25;39000;Gasolina;97;1;Blue;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;1;0
830;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;9185193;2018;2020;25;39524;Gasolina;97;1;Grey;0;1398;3;4;5;65550;0;1025;1;1;1;0;0;0;0;0;1;0;0
831;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;8639775;2017;2020;25;73403;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
832;T-Delux 1.6 16V HATCHB S 2/3-Doors;8515800;2017;2020;25;61000;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;0;0
833;T-Delux 1.6 VVTI Linea Sol Sedan 4/5-Doors;8480317;2017;2020;25;55500;Gasolina;110;1;Blue;0;1600;4;4;5;65550;0;1035;1;1;1;0;0;0;1;0;0;0;0
834;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;8051535;2017;2020;25;39291;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1040;1;0;1;1;0;0;1;0;1;0;0
835;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7338963;2017;2020;25;35230;Gasolina;97;0;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;0;0;0;1;0;0
836;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7316235;2017;2020;25;27500;Gasolina;97;1;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
837;T-Delux 1.8D Stationwagen;3043800;2017;2020;25;129155;Diesel;69;0;White;0;1800;5;4;5;60800;0;1110;0;1;1;0;0;0;0;0;0;0;0
838;T-Delux 1.6 16V HATCHB G6 R 2/3-Doors;7161515;2016;2020;25;31480;Gasolina;110;1;Red;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;0;1;1;0
839;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5554828;2016;2020;25;62377;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
840;T-Delux 1.6 16V HATCHB G6 2/3-Doors;6359062;2016;2020;25;136956;Gasolina;110;0;Red;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
841;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;7285561;2016;2020;25;68153;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;0;1;0;0
842;T-Delux 1.3 16V HATCHB LINEA LUNA 2/3-Doors;5624000;2016;2020;25;104000;Gasolina;86;0;Grey;0;1300;3;4;5;65550;0;1020;1;1;1;1;0;0;1;0;1;0;0
843;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;5985000;2016;2020;25;125000;Diesel;72;1;Green;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;1;1;0;0
844;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5137600;2016;2020;25;88685;Gasolina;110;0;Grey;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
845;T-Delux 1.3 16V HATCHB S 2/3-Doors;5196262;2016;2020;25;66000;Gasolina;86;1;Green;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;1;1;1;0
846;T-Delux 1.3 16V SEDAN LINEA TERRA 4/5-Doors;5420343;2016;2020;25;97046;Gasolina;86;1;Grey;0;1300;4;4;5;65550;0;1000;1;1;1;1;0;0;0;0;0;0;0
847;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4850046;2016;2020;25;53000;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;0;1;1;1;0;0;0;0;1;0;0
848;T-Delux 2.0 DSL SEDAN LINEA TERRA 4/5-Doors;4845000;2016;2020;25;92922;Diesel;72;1;Green;0;2000;4;4;5;175750;0;1100;1;1;1;1;0;0;0;0;0;0;0
849;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;5855990;2015;2020;25;48838;Gasolina;110;0;Grey;0;1600;3;4;5;80750;0;1055;1;0;1;0;0;0;1;0;1;0;0
850;T-Delux 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors;5646847;2015;2020;25;85470;Gasolina;107;0;Red;1;1600;3;4;5;80750;0;1080;1;1;1;1;0;0;0;1;1;0;0
851;T-Delux 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors;4880720;2015;2020;25;61906;Gasolina;86;1;Silver;1;1300;5;4;5;80750;0;1065;1;1;1;1;0;0;1;1;1;0;0
852;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4718887;2015;2020;25;88700;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
853;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4718887;2015;2020;25;62595;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
854;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5049297;2015;2020;25;26000;Gasolina;86;0;White;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
855;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;4897440;2015;2020;25;65021;Diesel;72;1;Black;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;0;1;0;0
856;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4750522;2015;2020;25;84123;Gasolina;110;0;Black;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
857;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4488750;2015;2020;25;63266;Gasolina;110;1;Green;0;1600;4;4;5;65550;0;1035;1;0;1;0;0;0;0;0;0;0;0
858;T-Delux 1.3 16V LB Linea Luna 4/5-Doors;4655000;2015;2020;25;86000;Gasolina;86;1;Green;0;1300;5;4;5;65550;0;1040;0;0;1;0;0;0;0;0;0;0;0
859;T-Delux 1.3 16V HATCHB S 2/3-Doors;3754400;2015;2020;25;110634;Gasolina;86;1;Blue;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;1;1;1;0
860;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;3715687;2015;2020;25;61510;Gasolina;110;0;Blue;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
861;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3555422;2015;2020;25;53809;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
862;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;3239381;2015;2020;25;59164;Gasolina;110;0;Blue;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
863;T-Delux 1.6 16V VVT I 5DR EXEC 4/5-Doors;25208250;2020;2020;26;36000;Gasolina;110;1;Black;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;1;0
864;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;21965947;2020;2020;26;21428;Gasolina;110;1;Black;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;1;0
865;T-Delux 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors;22045937;2020;2020;26;11754;Gasolina;110;0;Grey;1;1600;5;4;5;95000;0;1180;1;1;1;1;1;1;1;1;1;0;0
866;T-Delux 1.6 16V VVT I 3DR SOL 2/3-Doors;21197587;2020;2020;26;23175;Gasolina;110;1;Grey;0;1600;3;4;5;80750;0;1120;1;1;1;1;1;1;1;1;1;0;0
867;T-Delux 1.4 16V VVT I 5DR SOL 4/5-Doors;20036687;2020;2020;26;33740;Gasolina;97;1;Blue;0;1400;5;4;5;80750;0;1135;1;1;1;1;1;1;1;1;1;0;0
868;T-Delux 1.6 16V VVT I SEDAN TERRA COMF 4/5-Doors;19068875;2020;2020;26;20629;Gasolina;110;1;Grey;0;1600;4;4;5;80750;0;1090;1;1;1;1;0;1;0;1;1;0;0
869;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;16881975;2019;2020;26;33511;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
870;T-Delux 2.0 D4D 90 5DR SOL 4/5-Doors;17490450;2019;2020;26;84000;Diesel;90;0;Red;0;2000;5;4;5;222300;0;1270;1;1;1;1;1;1;0;0;1;0;0
871;T-Delux 2.0 D4D 90 5DR TERRA COMFORT 4/5-Doors;15654195;2019;2020;26;72215;Diesel;90;1;Grey;0;2000;5;4;5;222300;0;1255;1;1;1;1;0;1;0;1;1;0;0
872;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;14682772;2019;2020;26;29510;Gasolina;97;1;Black;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
873;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;14498662;2019;2020;26;43000;Gasolina;97;0;Grey;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
874;T-Delux 1.4 16V VVT I 3DR 2/3-Doors;13578112;2019;2020;26;27500;Gasolina;97;0;Blue;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
875;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;10973070;2018;2020;26;37533;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
876;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;11209050;2018;2020;26;56001;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
877;T-Delux 1.6 16V VVT I WAGON BLUE Stationwagen;10752385;2018;2020;26;43632;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
878;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;10752385;2018;2020;26;34599;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
879;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;9793170;2018;2020;26;26262;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
880;T-Delux 1.6 VVTi Terra Comfort 4/5-Doors;11008243;2018;2020;26;24475;Gasolina;110;1;Red;0;1600;5;4;5;65550;0;1030;1;0;1;0;0;0;0;0;0;0;0
881;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;9922085;2018;2020;26;17051;Gasolina;97;0;Grey;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
882;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;9356607;2018;2020;26;27170;Gasolina;97;1;Yellow;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;0;0;0;1;1;0
883;T-Delux 1.9 D LIFTB TERRA 4/5-Doors;9756025;2018;2020;26;130062;Diesel;69;1;Red;0;1900;5;4;5;175750;0;1140;1;1;1;1;0;1;0;0;1;0;0
884;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;8613270;2018;2020;26;48945;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;1;0;0;1;0;0
885;T-Delux 1.6 Terra LB 4/5-Doors;9167143;2018;2020;26;74285;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;0;1;0;0;0;0;0;0;0;0
886;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;8666030;2018;2020;26;54600;Gasolina;110;0;Blue;0;1600;4;4;5;65550;0;1030;1;1;1;1;0;0;0;0;1;0;0
887;T-Delux 1.9 D HATCHB SOL 2/3-Doors;5990118;2018;2020;26;243000;Diesel;69;0;White;0;1900;3;4;5;175750;0;1110;1;1;1;1;0;0;1;0;1;1;0
888;T-Delux 1.6 16V WAGON LINEA LUNA Stationwagen;8786835;2017;2020;26;66777;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1090;1;1;1;1;0;0;1;0;1;0;0
889;T-Delux 1.3 16V HATCHB G6 2/3-Doors;7725756;2017;2020;26;43700;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1025;1;1;1;1;0;0;1;0;1;1;0
890;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7453296;2017;2020;26;49366;Gasolina;97;1;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;0;0;0;1;0;0
891;T-Delux 1.4 VVT-i Terra 2/3-Doors;6580935;2017;2020;26;31000;Gasolina;97;0;Grey;0;1398;3;4;5;65550;0;1025;0;1;1;0;0;1;0;0;0;1;0
892;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7303481;2017;2020;26;65400;Gasolina;97;1;Silver;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;0;0;0;1;0;0
893;T-Delux 1.4 HB Terra 2/3-Doors;6461900;2017;2020;26;31000;Gasolina;97;0;Red;0;1400;3;4;5;65550;0;1025;0;1;0;0;0;0;0;0;0;0;0
894;T-Delux 2.0 d HB Diesel 2/3-Doors;5322375;2017;2020;26;1;Diesel;90;1;Green;0;2000;3;4;5;60800;0;1260;0;1;1;0;0;0;0;0;0;1;0
895;T-Delux 1.6 16V HATCHB G6 2/3-Doors;7206937;2016;2020;26;66259;Gasolina;110;1;Black;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
896;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;6865650;2016;2020;26;32150;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;1;1;1;0
897;T-Delux 1.6 16V HATCHB G6 R 2/3-Doors;7231162;2016;2020;26;68865;Gasolina;110;1;Black;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
898;T-Delux 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors;7285561;2016;2020;26;87654;Gasolina;86;1;Green;1;1300;5;4;5;80750;0;1065;1;1;1;1;0;0;0;0;1;0;0
899;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;6137000;2016;2020;26;59295;Gasolina;86;0;Red;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;1;1;0;0
900;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;5441600;2016;2020;26;25505;Gasolina;86;1;Green;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;1;1;0;0
901;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6087600;2016;2020;26;86888;Gasolina;110;1;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
902;T-Delux 1.6 Luna Liftback 4/5-Doors;5610937;2016;2020;26;68000;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1075;0;1;0;0;0;0;0;0;0;0;0
903;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5945218;2016;2020;26;22178;Gasolina;86;1;Red;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
904;T-Delux 2.0D TERRA LIFTBACK 4/5-Doors;4178812;2016;2020;26;144521;Diesel;72;1;Grey;0;2000;5;4;5;60800;0;1135;0;1;1;0;0;0;0;0;0;0;0
905;T-Delux 1.6 16V HATCHB GTSI 2/3-Doors;5483400;2015;2020;26;44444;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;0;0;0;1;1;1;1;0
906;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5117175;2015;2020;26;66843;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
907;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4921000;2015;2020;26;63634;Gasolina;110;1;Blue;0;1600;4;4;5;65550;0;1035;1;1;1;0;0;0;0;0;1;1;0
908;T-Delux 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors;4639800;2015;2020;26;59017;Gasolina;107;1;Green;1;1600;3;4;5;80750;0;1080;1;1;1;1;0;0;0;1;1;0;0
909;T-Delux 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors;4550262;2015;2020;26;100732;Gasolina;86;1;Blue;1;1300;4;4;5;65550;0;1030;1;0;1;0;0;0;0;0;0;0;0
910;T-Delux 1.3i LINEA TERRA 2/3-Doors;3363237;2015;2020;26;74567;Gasolina;86;1;Red;0;1300;3;4;5;18050;0;1015;0;0;0;0;0;0;0;0;0;0;0
911;T-Delux 1.6 16V VVT I SEDAN SOL AUT4 4/5-Doors;23385437;2020;2020;27;17896;Gasolina;110;1;Silver;1;1600;4;4;5;80750;1;1150;1;1;1;1;1;1;1;1;1;0;0
912;T-Delux 2.0 D4D 110 3DR SOL 2/3-Doors;23563325;2020;2020;27;50005;Diesel;110;1;Grey;0;2000;3;4;5;222300;0;1265;1;1;1;1;1;1;0;1;1;0;0
913;T-Delux 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors;20650625;2020;2020;27;16123;Gasolina;110;1;Grey;0;1600;3;4;5;80750;0;1105;1;1;1;1;0;1;1;1;1;1;0
914;T-Delux Luna 5drs D4D116 PK 4/5-Doors;21587800;2020;2020;27;25000;Diesel;116;1;Grey;0;2000;5;4;5;60800;0;1320;0;1;1;1;0;1;0;0;0;1;0
915;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;18732575;2020;2020;27;23902;Gasolina;97;1;Grey;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;1;0
916;T-Delux 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors;18501962;2020;2020;27;7187;Gasolina;110;1;Blue;0;1600;3;4;5;80750;0;1105;1;1;1;1;0;1;0;1;1;0;0
917;T-Delux 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors;18673200;2020;2020;27;12500;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;0;0;1;0;0
918;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;17438200;2020;2020;27;6155;Gasolina;97;1;Blue;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;0;1;0;0
919;T-Delux 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors;16820723;2020;2020;27;1;Gasolina;98;1;Silver;0;1400;4;4;5;18050;0;1065;0;1;1;1;0;1;0;0;0;0;0
920;T-Delux 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors;21091425;2019;2020;27;56000;Gasolina;110;1;Blue;1;1600;5;4;5;95000;0;1180;1;1;1;1;1;1;1;1;1;1;0
921;T-Delux 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors;18467857;2019;2020;27;16238;Gasolina;110;1;Blue;1;1600;5;4;5;95000;0;1180;1;1;1;1;1;1;1;1;1;0;1
922;T-Delux 1.6 16V VVT I 3DR SOL 2/3-Doors;17368161;2019;2020;27;34545;Gasolina;110;1;Blue;0;1600;3;4;5;80750;0;1120;1;1;1;1;1;1;1;0;1;1;0
923;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;16380375;2019;2020;27;37177;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
924;T-Delux 1.4 16V VVT I 3DR 2/3-Doors;15419212;2019;2020;27;44068;Gasolina;97;1;Red;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
925;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;13909995;2019;2020;27;25000;Gasolina;97;0;Grey;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
926;T-Delux 1.4 VVTI Linea Terra 2/3-Doors;10518637;2019;2020;27;9750;Gasolina;97;1;Silver;0;1400;3;4;5;18050;0;1100;1;1;1;0;0;0;0;0;0;0;0
927;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;10533172;2018;2020;27;55678;Gasolina;110;1;Blue;0;1600;4;4;5;65550;0;1030;1;1;1;1;0;1;0;0;1;1;0
928;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;11416625;2018;2020;27;25062;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;0;1;0;1;0;0
929;T-Delux 1.9 D WAGON TERRA Stationwagen;11001475;2018;2020;27;81106;Diesel;69;1;Black;0;1900;5;4;5;175750;0;1140;1;1;1;1;0;1;0;0;1;0;0
930;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;9922085;2018;2020;27;98823;CNG;110;1;Blue;0;1600;5;4;5;187150;0;1119;1;1;1;1;0;1;0;0;1;0;0
931;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;9876418;2018;2020;27;44218;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;0;0;0;1;1;0
932;T-Delux 1.4 16V VVT I LIFTB LUNA 4/5-Doors;9242550;2018;2020;27;16000;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
933;T-Delux 1.9 D HATCHB SOL 2/3-Doors;8532686;2018;2020;27;91456;Diesel;69;1;Red;0;1900;3;4;5;175750;0;1110;1;1;1;1;0;1;1;0;1;0;0
934;T-Delux Liftback 1.6 VVTI 4/5-Doors;9128787;2018;2020;27;29716;Gasolina;116;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;0;0;0;0;0;0;0;0
935;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;10272825;2017;2020;27;39706;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
936;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;8588166;2017;2020;27;74715;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
937;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;7546087;2017;2020;27;117175;Gasolina;110;1;Green;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;1;1;0;1;0;0
938;T-Delux 1.3 Linea Terra liftback 4/5-Doors;6907260;2017;2020;27;46500;Gasolina;86;0;Black;0;1300;5;4;5;65550;0;1035;1;1;1;0;0;0;0;0;1;0;0
939;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;6909777;2017;2020;27;57948;Gasolina;97;1;Blue;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
940;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;7678018;2017;2020;27;77780;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;0;0;0;1;0;0
941;T-Delux 1.9 D Linea Terra 2/3-Doors;6277790;2017;2020;27;70440;Diesel;69;1;Green;0;1900;3;4;5;175750;0;1105;1;1;1;0;0;0;0;0;0;0;0
942;T-Delux 1.6 16V HATCHB G6 R 2/3-Doors;6233900;2016;2020;27;69000;Gasolina;110;1;Black;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
943;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;7489800;2016;2020;27;61682;Gasolina;110;0;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;1;0
944;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6238650;2016;2020;27;72928;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
945;T-Delux 1.3 16V HATCHB G6 2/3-Doors;6207300;2016;2020;27;46929;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1025;1;1;1;1;0;0;1;1;1;0;0
946;T-Delux 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors;6049600;2016;2020;27;65513;Gasolina;110;1;Grey;1;1600;4;4;5;80750;0;1070;1;1;1;1;0;0;1;0;1;0;0
947;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;5928000;2016;2020;27;58860;Gasolina;110;1;Grey;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;0;0
948;T-Delux 2.0 DSL LIFTB LINEA TERRA 4/5-Doors;5781700;2016;2020;27;127000;Diesel;72;1;Red;0;2000;5;4;5;175750;0;1135;1;1;1;1;0;0;0;1;1;0;0
949;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5814000;2016;2020;27;88807;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;1;0
950;T-Delux 1.6 GTSi HB 2/3-Doors;5557500;2016;2020;27;45000;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;0;0;0;0;0;0;0;0;0;0;0
951;T-Delux 1.3 16V SEDAN LINEA TERRA 4/5-Doors;5087250;2015;2020;27;75000;Gasolina;86;1;Red;0;1300;4;4;5;65550;0;1000;1;1;1;1;0;0;1;0;0;0;0
952;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4360500;2015;2020;27;84988;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;0;0
953;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3908680;2015;2020;27;82103;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;1;1;0;0
954;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4123000;2015;2020;27;60833;Gasolina;110;1;Blue;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
955;T-Delux 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors;3565350;2015;2020;27;143560;Gasolina;86;1;Green;1;1300;3;4;5;65550;0;1045;1;0;1;0;0;0;0;0;1;0;0
956;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;17444375;2020;2020;28;19200;Gasolina;97;1;Blue;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;1;0
957;T-Delux 1.6 16V VVT I 5DR TERRA 4/5-Doors;16153800;2020;2020;28;40010;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;0;0;1;0;0
958;T-Delux 1.6 VVT-i Linea Terra Comfort 2/3-Doors;16967000;2020;2020;28;11500;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1045;0;1;1;0;0;0;0;0;0;0;0
959;T-Delux 1.8 VVTL-i T-Sport 3-Drs 2/3-Doors;18529227;2019;2020;28;31461;Gasolina;192;0;Silver;0;1800;3;4;6;95000;0;1185;1;1;1;1;1;0;0;0;0;1;0
